epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.18105849623680115,4.103943824768066,0.001,0.3825729191303253,2.666858434677124
1,0.3849582076072693,2.553401470184326,0.001,0.5093492865562439,2.002631425857544
2,0.5013927817344666,1.918755054473877,0.001,0.5646970868110657,1.6567891836166382
3,0.5725162625312805,1.5665836334228516,0.001,0.5964846611022949,1.505561351776123
4,0.6153203248977661,1.367153525352478,0.001,0.6409872770309448,1.387108564376831
5,0.652460515499115,1.181380271911621,0.001,0.6492146849632263,1.4359086751937866
6,0.6867223978042603,1.0705797672271729,0.001,0.660433828830719,1.3422260284423828
7,0.7071495056152344,0.9654830694198608,0.001,0.6510845422744751,1.4419336318969727
8,0.7257195711135864,0.9189440608024597,0.001,0.6664173603057861,1.3484880924224854
9,0.7502321004867554,0.8405402302742004,0.001,0.6798803210258484,1.3427104949951172
10,0.758402943611145,0.8004832863807678,0.001,0.6746447086334229,1.3987089395523071
11,0.7769730687141418,0.7602407932281494,0.001,0.6611817479133606,1.6217120885849
12,0.8085422515869141,0.6190401315689087,0.000100000005,0.7064322829246521,1.300264835357666
13,0.8136489987373352,0.5705903172492981,0.000100000005,0.7146596908569336,1.3010377883911133
14,0.8246982097625732,0.5367809534072876,0.000100000005,0.7154076099395752,1.2749360799789429
15,0.8371402025222778,0.5084306597709656,0.000100000005,0.7202692627906799,1.278761386871338
16,0.8367688059806824,0.5000748634338379,0.000100000005,0.7180254459381104,1.3068408966064453
17,0.8452181816101074,0.4695584177970886,0.000100000005,0.7225130796432495,1.2933225631713867
18,0.8511606454849243,0.4612100124359131,0.000100000005,0.7225130796432495,1.3059303760528564
19,0.8563602566719055,0.43764013051986694,0.000100000005,0.7198953032493591,1.292506456375122
20,0.8644382357597351,0.4188068211078644,1.0000001e-05,0.7225130796432495,1.2978075742721558
